https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADA,Volume USD
1648890000,2022-04-02 09:00:00,ADA/USD,1.18794,1.18794,1.18794,1.18794,130.00000000,154.4322
1648886400,2022-04-02 08:00:00,ADA/USD,1.18139,1.18139,1.18139,1.18139,20.06662512,23.7065102505168
1648882800,2022-04-02 07:00:00,ADA/USD,1.18232,1.18232,1.18232,1.18232,31.14712598,36.8258699886736
1648879200,2022-04-02 06:00:00,ADA/USD,1.18170,1.18170,1.18170,1.18170,444.00000000,524.6748
1648875600,2022-04-02 05:00:00,ADA/USD,1.18033,1.18033,1.18029,1.18029,46.64282284,55.0520573698236
1648872000,2022-04-02 04:00:00,ADA/USD,1.17976,1.18990,1.17976,1.18990,6429.76316993,7650.775195899707
1648868400,2022-04-02 03:00:00,ADA/USD,1.17614,1.18093,1.17614,1.18093,102.76300948,121.3559207852164
1648864800,2022-04-02 02:00:00,ADA/USD,1.17484,1.17893,1.17484,1.17893,5749.91740205,6778.750122798807
1648861200,2022-04-02 01:00:00,ADA/USD,1.18012,1.18012,1.17940,1.17940,43.24122320,50.99869864208
1648857600,2022-04-02 00:00:00,ADA/USD,1.16373,1.17802,1.15478,1.17802,3420.25252524,4029.125879783225
1648854000,2022-04-01 23:00:00,ADA/USD,1.16581,1.16676,1.16496,1.16496,48.81920100,56.87241639696
1648850400,2022-04-01 22:00:00,ADA/USD,1.17067,1.17067,1.17067,1.17067,975.77815268,1142.3142099978957
1648846800,2022-04-01 21:00:00,ADA/USD,1.17287,1.17287,1.17067,1.17067,1330.75017205,1557.8693039137736
