unix,date,symbol,open,high,low,close,Volume AVAX,Volume USD
1650873600,2022-04-25 08:00:00,AVAX/USD,67.86000,68.00000,67.64369,67.64369,280.80197043,18994.481439156087
1650870000,2022-04-25 07:00:00,AVAX/USD,68.35000,68.35000,67.81003,67.95998,138.30746081,9399.372270498385
1650866400,2022-04-25 06:00:00,AVAX/USD,69.54000,69.54000,68.39000,68.39000,227.27540835,15543.3651770565
1650862800,2022-04-25 05:00:00,AVAX/USD,70.55001,70.55001,70.55001,70.55001,20.00000000,1411.0002
1650859200,2022-04-25 04:00:00,AVAX/USD,70.57000,70.57000,70.57000,70.57000,0.00000000,0.0
1650855600,2022-04-25 03:00:00,AVAX/USD,70.17559,70.57000,69.92000,70.57000,58.97030312,4161.534291178399
1650852000,2022-04-25 02:00:00,AVAX/USD,70.39320,70.39320,70.06000,70.12000,54.06159041,3790.7987195492
1650848400,2022-04-25 01:00:00,AVAX/USD,70.03001,70.03001,70.03001,70.03001,5.75738887,403.1900001399887
1650844800,2022-04-25 00:00:00,AVAX/USD,71.19000,71.19000,69.58000,69.58000,535.41730439,37254.336039456204
1650841200,2022-04-24 23:00:00,AVAX/USD,71.98000,71.98000,71.67000,71.67000,63.99203549,4586.3091835683
1650837600,2022-04-24 22:00:00,AVAX/USD,72.04650,72.13000,72.04650,72.13000,14.08294178,1015.8025905914
1650834000,2022-04-24 21:00:00,AVAX/USD,71.78321,71.78321,71.78321,71.78321,0.52690046,37.8226063692766
1650830400,2022-04-24 20:00:00,AVAX/USD,72.05866,72.05866,72.00753,72.01000,3.49435085,251.62820470850002
1650826800,2022-04-24 19:00:00,AVAX/USD,72.39000,72.71534,72.28000,72.71534,31.37929274,2281.7559405486318
1650823200,2022-04-24 18:00:00,AVAX/USD,71.70000,71.70000,71.70000,71.70000,18.98787114,1361.430360738
1650819600,2022-04-24 17:00:00,AVAX/USD,71.75999,71.75999,71.33000,71.33000,36.76749596,2622.6254868267997
1650816000,2022-04-24 16:00:00,AVAX/USD,72.60710,72.60710,71.33000,71.60000,132.75797138,9505.470750808
1650812400,2022-04-24 15:00:00,AVAX/USD,72.32190,72.32190,72.32190,72.32190,1.56280529,113.025047902851
1650808800,2022-04-24 14:00:00,AVAX/USD,72.46000,72.46000,72.00000,72.22000,58.98581833,4259.9557997926
1650805200,2022-04-24 13:00:00,AVAX/USD,72.46993,72.47000,72.46992,72.47000,28.14167437,2039.4271415939
1650801600,2022-04-24 12:00:00,AVAX/USD,72.72413,72.72413,72.72412,72.72412,90.96140358,6615.088029320349
1650798000,2022-04-24 11:00:00,AVAX/USD,73.00048,73.00048,73.00048,73.00048,0.00000000,0.0
1650794400,2022-04-24 10:00:00,AVAX/USD,73.00048,73.00048,73.00048,73.00048,0.00000000,0.0
1650790800,2022-04-24 09:00:00,AVAX/USD,72.92000,73.00048,72.92000,73.00048,15.20097809,1109.678697039483
1650787200,2022-04-24 08:00:00,AVAX/USD,73.26000,73.26000,73.26000,73.26000,0.00000000,0.0
1650783600,2022-04-24 07:00:00,AVAX/USD,73.26000,73.26000,73.26000,73.26000,0.00000000,0.0
1650780000,2022-04-24 06:00:00,AVAX/USD,73.26000,73.26000,73.26000,73.26000,19.60381621,1436.1755755446002
1650776400,2022-04-24 05:00:00,AVAX/USD,73.09000,73.09000,73.03001,73.03001,20.77248236,1517.0145944756239
1650772800,2022-04-24 04:00:00,AVAX/USD,73.33000,73.33000,73.23090,73.23090,24.43885743,1789.679524570587
1650769200,2022-04-24 03:00:00,AVAX/USD,73.35000,73.35000,73.35000,73.35000,40.90928926,3000.696367221
1650765600,2022-04-24 02:00:00,AVAX/USD,73.37494,73.37494,73.37494,73.37494,0.00000000,0.0
1650762000,2022-04-24 01:00:00,AVAX/USD,73.45732,73.55249,73.28000,73.37494,1299.00000000,95314.04706
1650758400,2022-04-24 00:00:00,AVAX/USD,72.96000,72.96000,72.96000,72.96000,31.18044311,2274.9251293055995
1650754800,2022-04-23 23:00:00,AVAX/USD,73.18000,73.18000,72.60000,72.81001,60.66211053,4416.808874310405
1650751200,2022-04-23 22:00:00,AVAX/USD,73.70000,73.70000,73.70000,73.70000,0.00000000,0.0
1650747600,2022-04-23 21:00:00,AVAX/USD,73.61000,73.70000,73.59050,73.70000,9.55047675,703.870136475
1650744000,2022-04-23 20:00:00,AVAX/USD,73.45000,73.45000,73.45000,73.45000,0.00000000,0.0
1650740400,2022-04-23 19:00:00,AVAX/USD,73.77999,73.77999,73.45000,73.45000,45.28517532,3326.196127254
1650736800,2022-04-23 18:00:00,AVAX/USD,74.17000,74.17000,73.71002,73.71002,58.47709930,4310.348158944986
1650733200,2022-04-23 17:00:00,AVAX/USD,73.66001,73.95867,73.66001,73.95867,46.90759244,3469.223149764455
1650729600,2022-04-23 16:00:00,AVAX/USD,74.24000,74.24000,74.11000,74.11000,18.15560453,1345.5118517183
1650726000,2022-04-23 15:00:00,AVAX/USD,73.80000,73.90000,73.73998,73.87000,91.38791418,6750.8252204766
1650722400,2022-04-23 14:00:00,AVAX/USD,73.67000,73.72568,73.67000,73.72568,47.89878509,3531.370501934111
1650718800,2022-04-23 13:00:00,AVAX/USD,73.76000,73.86000,73.76000,73.86000,21.99093557,1624.2505012002
1650715200,2022-04-23 12:00:00,AVAX/USD,73.44000,73.67000,73.44000,73.67000,28.62074118,2108.4900027306
1650711600,2022-04-23 11:00:00,AVAX/USD,74.31000,74.31000,74.31000,74.31000,0.00000000,0.0
1650708000,2022-04-23 10:00:00,AVAX/USD,74.31000,74.31000,74.31000,74.31000,0.00000000,0.0
1650704400,2022-04-23 09:00:00,AVAX/USD,74.31000,74.31000,74.31000,74.31000,2.66462100,198.00798651
1650700800,2022-04-23 08:00:00,AVAX/USD,73.92000,74.15816,73.91000,74.15816,102.49457734,7600.8092655120945
1650697200,2022-04-23 07:00:00,AVAX/USD,74.09987,74.09988,74.09987,74.09988,9.08388101,673.1144927752788
1650693600,2022-04-23 06:00:00,AVAX/USD,74.14993,74.14993,74.14993,74.14993,0.23244404,17.2357092949172
1650690000,2022-04-23 05:00:00,AVAX/USD,73.28000,73.28000,73.28000,73.28000,0.00000000,0.0
1650686400,2022-04-23 04:00:00,AVAX/USD,73.28000,73.28000,73.28000,73.28000,5.00000000,366.4
1650682800,2022-04-23 03:00:00,AVAX/USD,73.70002,73.70002,73.70002,73.70002,1.16315895,85.72483787817899
1650679200,2022-04-23 02:00:00,AVAX/USD,73.50000,73.50000,73.50000,73.50000,16.33644035,1200.728365725
1650675600,2022-04-23 01:00:00,AVAX/USD,74.09000,74.09000,74.09000,74.09000,0.00000000,0.0
1650672000,2022-04-23 00:00:00,AVAX/USD,74.09000,74.09000,74.09000,74.09000,18.21717869,1349.7107691421002
1650668400,2022-04-22 23:00:00,AVAX/USD,74.52999,74.52999,74.32000,74.32000,1.89756608,141.0271110656
1650664800,2022-04-22 22:00:00,AVAX/USD,74.13000,74.13000,73.95700,73.98190,12.96089636,958.8717384158839
1650661200,2022-04-22 21:00:00,AVAX/USD,74.44000,74.44000,74.44000,74.44000,0.80440945,59.880239458
1650657600,2022-04-22 20:00:00,AVAX/USD,74.09001,74.09001,74.09001,74.09001,0.44000000,32.599604400000004
1650654000,2022-04-22 19:00:00,AVAX/USD,74.42000,75.00999,74.42000,74.70000,52.81129455,3945.003702885
1650650400,2022-04-22 18:00:00,AVAX/USD,73.91681,74.54000,73.81135,74.54000,126.95375627,9463.132992365801
1650646800,2022-04-22 17:00:00,AVAX/USD,74.42000,74.42000,74.10002,74.10002,14.58445525,1080.708425714105
1650643200,2022-04-22 16:00:00,AVAX/USD,73.49000,74.07000,73.45131,73.84000,75.55281436,5578.8198123424
1650639600,2022-04-22 15:00:00,AVAX/USD,73.75998,74.56000,73.56003,73.56003,130.31317642,9585.841166850492
1650636000,2022-04-22 14:00:00,AVAX/USD,74.43863,74.43863,73.86942,74.03000,107.80938413,7981.1287071439
1650632400,2022-04-22 13:00:00,AVAX/USD,75.62000,75.62000,74.35000,74.35000,91.66935507,6815.616549454499
1650628800,2022-04-22 12:00:00,AVAX/USD,76.11000,76.23000,76.11000,76.20000,115.34372556,8789.191887672
1650625200,2022-04-22 11:00:00,AVAX/USD,75.78000,75.78000,75.75000,75.75000,40.04861597,3033.6826597275
1650621600,2022-04-22 10:00:00,AVAX/USD,75.39000,75.39000,75.39000,75.39000,0.00000000,0.0
1650618000,2022-04-22 09:00:00,AVAX/USD,75.85000,75.85000,75.39000,75.39000,70.34861248,5303.5818948672
1650614400,2022-04-22 08:00:00,AVAX/USD,76.43000,76.43000,75.47441,75.47441,92.69594804,6996.1719877096575
1650610800,2022-04-22 07:00:00,AVAX/USD,77.10000,77.10000,76.15000,76.80000,43.77490000,3361.91232
1650607200,2022-04-22 06:00:00,AVAX/USD,76.80165,76.80165,76.80165,76.80165,0.00000000,0.0
1650603600,2022-04-22 05:00:00,AVAX/USD,76.53000,76.80165,76.53000,76.80165,14.60010990,1121.312530501335
1650600000,2022-04-22 04:00:00,AVAX/USD,75.88000,75.88000,75.88000,75.88000,0.00000000,0.0
1650596400,2022-04-22 03:00:00,AVAX/USD,75.88000,75.88000,75.88000,75.88000,0.00000000,0.0
1650592800,2022-04-22 02:00:00,AVAX/USD,75.88000,75.88000,75.88000,75.88000,0.00000000,0.0
1650589200,2022-04-22 01:00:00,AVAX/USD,75.88000,75.88000,75.88000,75.88000,13.14828448,997.6918263423998
1650585600,2022-04-22 00:00:00,AVAX/USD,75.22000,75.22000,75.22000,75.22000,13.40504973,1008.3278406905999
1650582000,2022-04-21 23:00:00,AVAX/USD,75.09000,75.12999,74.97000,74.97000,132.98721057,9970.0511764329
1650578400,2022-04-21 22:00:00,AVAX/USD,74.81000,74.81000,74.21000,74.21000,42.24031673,3134.6539045333
1650574800,2022-04-21 21:00:00,AVAX/USD,75.48000,75.55000,75.48000,75.54000,59.25825636,4476.3686854344005
1650571200,2022-04-21 20:00:00,AVAX/USD,76.08820,76.60001,75.30003,75.48000,116.88653679,8822.5957969092
1650567600,2022-04-21 19:00:00,AVAX/USD,77.29000,77.29000,76.15000,76.41000,380.60681523,29082.166751724297
1650564000,2022-04-21 18:00:00,AVAX/USD,77.69375,77.69375,77.49000,77.53000,37.08116541,2874.9027542372996
1650560400,2022-04-21 17:00:00,AVAX/USD,78.00000,78.00000,78.00000,78.00000,5.00000000,390.0
1650556800,2022-04-21 16:00:00,AVAX/USD,78.58829,78.58829,78.51000,78.51000,2.95772948,232.2113414748
1650553200,2022-04-21 15:00:00,AVAX/USD,78.97001,78.97001,78.83000,78.83000,14.61097226,1151.7829432558
1650549600,2022-04-21 14:00:00,AVAX/USD,79.39000,79.39000,78.98596,79.12000,46.78121958,3701.3300931696
1650546000,2022-04-21 13:00:00,AVAX/USD,79.85000,80.00000,79.50001,79.50001,15.45452194,1228.6346487752194
1650542400,2022-04-21 12:00:00,AVAX/USD,79.66999,79.75000,79.34000,79.75000,60.82932299,4851.1385084525
1650538800,2022-04-21 11:00:00,AVAX/USD,79.40001,79.69000,79.33841,79.52000,68.52103409,5448.7926308368
1650535200,2022-04-21 10:00:00,AVAX/USD,78.80000,79.12000,78.80000,79.12000,24.34790813,1926.4064912456001
1650531600,2022-04-21 09:00:00,AVAX/USD,78.20609,78.20609,78.13000,78.13000,43.53769490,3401.6001025369997
1650528000,2022-04-21 08:00:00,AVAX/USD,78.80000,78.80000,78.77000,78.77000,11.04983671,870.3956376466999
1650524400,2022-04-21 07:00:00,AVAX/USD,78.21001,78.21001,78.21001,78.21001,1.25022376,97.78001277183759
1650520800,2022-04-21 06:00:00,AVAX/USD,77.91000,78.42000,77.91000,78.42000,38.51396143,3020.2648553406
1650517200,2022-04-21 05:00:00,AVAX/USD,78.16000,78.21000,78.16000,78.21000,20.11818927,1573.4435828066999
1650513600,2022-04-21 04:00:00,AVAX/USD,79.01000,79.05542,78.68000,78.69000,45.49237322,3579.7948486817995
1650510000,2022-04-21 03:00:00,AVAX/USD,78.82637,78.82637,78.82637,78.82637,0.00000000,0.0
1650506400,2022-04-21 02:00:00,AVAX/USD,78.69000,78.82637,78.66000,78.82637,32.67368166,2575.547719793374
1650502800,2022-04-21 01:00:00,AVAX/USD,79.12000,79.12000,79.12000,79.12000,12.63744263,999.8744608856001
1650499200,2022-04-21 00:00:00,AVAX/USD,78.32000,78.86000,78.32000,78.86000,147.73562308,11650.431236088802
1650495600,2022-04-20 23:00:00,AVAX/USD,78.38000,78.38000,78.38000,78.38000,11.33996391,888.8263712657999
1650492000,2022-04-20 22:00:00,AVAX/USD,78.57000,79.13000,78.57000,78.79000,49.83211636,3926.2724480044003
1650488400,2022-04-20 21:00:00,AVAX/USD,78.34000,78.54000,78.34000,78.54000,30.79336400,2418.5108085600004
1650484800,2022-04-20 20:00:00,AVAX/USD,78.14000,78.56998,77.82397,78.56998,175.41632606,13782.457230207678
1650481200,2022-04-20 19:00:00,AVAX/USD,78.03000,78.03000,78.03000,78.03000,0.00000000,0.0
1650477600,2022-04-20 18:00:00,AVAX/USD,78.48000,78.48000,77.79000,78.03000,105.15114827,8204.9440995081
1650474000,2022-04-20 17:00:00,AVAX/USD,78.72000,78.82000,78.72000,78.82000,34.84776732,2746.7010201624
1650470400,2022-04-20 16:00:00,AVAX/USD,78.35000,78.35000,77.62351,77.62351,74.51751314,5784.310926397921
1650466800,2022-04-20 15:00:00,AVAX/USD,78.63000,78.63000,77.91774,78.30000,313.56997436,24552.528992388
1650463200,2022-04-20 14:00:00,AVAX/USD,78.96000,79.10000,78.89000,78.93000,123.60876766,9756.440031403801
1650459600,2022-04-20 13:00:00,AVAX/USD,80.37000,80.37000,79.01713,79.01713,3205.84842932,253316.94209987423
1650456000,2022-04-20 12:00:00,AVAX/USD,81.12345,81.20000,80.50000,80.87000,50.06641610,4048.871070007
1650452400,2022-04-20 11:00:00,AVAX/USD,80.89626,81.09000,80.89626,81.09000,12.12393637,983.1300002433
1650448800,2022-04-20 10:00:00,AVAX/USD,79.61001,80.74695,79.61001,80.74695,38.48373998,3107.4446279780614
1650445200,2022-04-20 09:00:00,AVAX/USD,79.41000,80.01000,79.41000,80.00637,107.64908643,8612.612639080558
1650441600,2022-04-20 08:00:00,AVAX/USD,79.26999,79.26999,79.18000,79.18000,7.45163639,590.0205693602
1650438000,2022-04-20 07:00:00,AVAX/USD,79.66000,79.66000,78.42000,79.15000,57.04626834,4515.212139111
1650434400,2022-04-20 06:00:00,AVAX/USD,79.29000,79.38000,78.85640,79.38000,141.26555006,11213.6593637628
1650430800,2022-04-20 05:00:00,AVAX/USD,79.43000,79.50000,79.18000,79.44000,40.32632676,3203.5233978144
1650427200,2022-04-20 04:00:00,AVAX/USD,79.83000,79.83000,79.83000,79.83000,8.24800587,658.4383086020999
1650423600,2022-04-20 03:00:00,AVAX/USD,79.32833,79.32833,79.32833,79.32833,0.00000000,0.0
1650420000,2022-04-20 02:00:00,AVAX/USD,79.27000,79.32833,79.22000,79.32833,18.71039582,1484.2644540395804
1650416400,2022-04-20 01:00:00,AVAX/USD,79.34000,79.34000,79.34000,79.34000,12.48457545,990.526216203
1650412800,2022-04-20 00:00:00,AVAX/USD,80.34000,80.34000,79.52000,79.52000,55.96048040,4449.977401408
1650409200,2022-04-19 23:00:00,AVAX/USD,79.92000,80.10000,79.92000,80.10000,11.86637382,950.4965429819999
1650405600,2022-04-19 22:00:00,AVAX/USD,79.67001,79.67001,79.67001,79.67001,0.00000000,0.0
1650402000,2022-04-19 21:00:00,AVAX/USD,79.34064,79.73000,79.34064,79.67001,19.82151892,1579.180610571589
1650398400,2022-04-19 20:00:00,AVAX/USD,79.51000,79.58000,79.01560,79.01560,129.01178783,10193.943822460149
1650394800,2022-04-19 19:00:00,AVAX/USD,79.37124,79.68000,79.37124,79.68000,14.18694527,1130.4157991136
1650391200,2022-04-19 18:00:00,AVAX/USD,79.33000,79.42760,79.33000,79.37124,3249.85250450,257944.82309927058
1650387600,2022-04-19 17:00:00,AVAX/USD,79.19728,79.19728,78.87543,78.87543,77.47330783,6110.740468613616
1650384000,2022-04-19 16:00:00,AVAX/USD,80.19851,80.43970,79.61000,79.61000,97.78917839,7784.9964916279005
1650380400,2022-04-19 15:00:00,AVAX/USD,80.36669,81.10000,80.12000,80.16000,111.93367589,8972.6034593424
1650376800,2022-04-19 14:00:00,AVAX/USD,79.68000,80.34339,79.68000,80.05000,3541.44641678,283492.785663239
1650373200,2022-04-19 13:00:00,AVAX/USD,78.40000,79.00999,78.40000,79.00999,6.15248182,486.10752707338185
1650369600,2022-04-19 12:00:00,AVAX/USD,78.32000,78.32000,78.32000,78.32000,0.00000000,0.0
1650366000,2022-04-19 11:00:00,AVAX/USD,78.39000,78.39000,78.32000,78.32000,11.19166485,876.5311910519999
1650362400,2022-04-19 10:00:00,AVAX/USD,78.22600,78.22600,78.22600,78.22600,0.12847391,10.050000083659999
1650358800,2022-04-19 09:00:00,AVAX/USD,77.30000,77.67000,77.30000,77.67000,27.83035844,2161.5839400348
1650355200,2022-04-19 08:00:00,AVAX/USD,77.73000,77.86942,77.73000,77.86942,12.01417439,935.5367915281539
1650351600,2022-04-19 07:00:00,AVAX/USD,77.02000,77.02000,77.02000,77.02000,0.00000000,0.0
1650348000,2022-04-19 06:00:00,AVAX/USD,77.02000,77.02000,77.02000,77.02000,0.00000000,0.0
1650344400,2022-04-19 05:00:00,AVAX/USD,77.02000,77.02000,77.02000,77.02000,0.00000000,0.0
1650340800,2022-04-19 04:00:00,AVAX/USD,77.02000,77.02000,77.02000,77.02000,0.00000000,0.0
1650337200,2022-04-19 03:00:00,AVAX/USD,77.09000,77.09000,77.02000,77.02000,1.24771127,96.09872201539999
1650333600,2022-04-19 02:00:00,AVAX/USD,78.14000,78.14000,78.14000,78.14000,0.00000000,0.0
1650330000,2022-04-19 01:00:00,AVAX/USD,78.14000,78.14000,78.14000,78.14000,0.00000000,0.0
1650326400,2022-04-19 00:00:00,AVAX/USD,78.00000,78.14000,78.00000,78.14000,20.77123766,1623.0645107524
1650322800,2022-04-18 23:00:00,AVAX/USD,77.69000,77.95652,77.69000,77.82000,3.33390833,259.44474624059995
1650319200,2022-04-18 22:00:00,AVAX/USD,77.68000,77.85839,77.21000,77.21000,22.60555603,1745.3749810762997
1650315600,2022-04-18 21:00:00,AVAX/USD,77.83749,77.88919,77.83749,77.84318,128.93851826,10036.984285846467
1650312000,2022-04-18 20:00:00,AVAX/USD,76.52000,76.73000,76.52000,76.73000,60.33452428,4629.4680480044
1650308400,2022-04-18 19:00:00,AVAX/USD,76.39000,76.39000,76.20999,76.20999,4.54121797,346.0861760815203
1650304800,2022-04-18 18:00:00,AVAX/USD,76.80998,76.89000,76.59331,76.59331,111.90250974,8570.98361829384
1650301200,2022-04-18 17:00:00,AVAX/USD,75.06001,76.27660,75.01726,76.14568,160.82960770,12246.479842449735
1650297600,2022-04-18 16:00:00,AVAX/USD,73.86000,74.70000,73.86000,74.70000,27.55216567,2058.1467755490003
1650294000,2022-04-18 15:00:00,AVAX/USD,74.47906,74.47906,74.47906,74.47906,0.48320601,35.9887294111506
1650290400,2022-04-18 14:00:00,AVAX/USD,74.89000,74.89000,74.89000,74.89000,23.29876657,1744.8446284273002
1650286800,2022-04-18 13:00:00,AVAX/USD,74.47590,74.78000,74.35000,74.78000,80.36509189,6009.7015715342
1650283200,2022-04-18 12:00:00,AVAX/USD,73.82000,74.00000,73.82000,74.00000,49.05498243,3630.0686998200003
1650279600,2022-04-18 11:00:00,AVAX/USD,73.23000,73.23000,73.23000,73.23000,21.63618260,1584.4176517980002
1650276000,2022-04-18 10:00:00,AVAX/USD,73.22001,73.22001,73.21000,73.21000,54.68591330,4003.555712693
1650272400,2022-04-18 09:00:00,AVAX/USD,72.56434,73.21080,72.49000,73.21080,74.56629847,5459.058364027477
1650268800,2022-04-18 08:00:00,AVAX/USD,73.04000,73.04000,73.04000,73.04000,81.98321319,5988.053891397601
1650265200,2022-04-18 07:00:00,AVAX/USD,73.04001,73.04001,72.75000,72.75000,50.00204112,3637.6484914800003
1650261600,2022-04-18 06:00:00,AVAX/USD,72.68000,73.46999,72.68000,73.29000,106.90223607,7834.864881570301
1650258000,2022-04-18 05:00:00,AVAX/USD,72.38800,72.73004,71.80001,72.73004,47.79863115,3476.396355484746
1650254400,2022-04-18 04:00:00,AVAX/USD,75.18000,75.18000,72.10000,72.28880,1181.85034393,85434.54314228697
1650250800,2022-04-18 03:00:00,AVAX/USD,76.11997,76.11997,76.11997,76.11997,0.00000000,0.0
1650247200,2022-04-18 02:00:00,AVAX/USD,76.17016,76.21997,76.11997,76.11997,5.71547000,435.0614049359
1650243600,2022-04-18 01:00:00,AVAX/USD,76.11001,76.33998,76.07002,76.12998,106.22642932,8087.015939603013
1650240000,2022-04-18 00:00:00,AVAX/USD,75.38999,76.02000,75.38999,76.02000,61.16459581,4649.7325734762
1650236400,2022-04-17 23:00:00,AVAX/USD,76.23086,76.59860,75.03001,75.62000,556.61501556,42091.2274766472
1650232800,2022-04-17 22:00:00,AVAX/USD,77.27490,77.71998,76.80003,76.91002,75.58492616,5813.238182664123
1650229200,2022-04-17 21:00:00,AVAX/USD,77.53999,77.53999,77.29927,77.34999,37.79765769,2923.6484443449235
1650225600,2022-04-17 20:00:00,AVAX/USD,77.75998,77.85100,77.49004,77.49004,248.34580803,19244.32659807702
1650222000,2022-04-17 19:00:00,AVAX/USD,77.33000,77.85100,77.17871,77.77018,511.73540895,39797.75486641511
1650218400,2022-04-17 18:00:00,AVAX/USD,77.58003,77.75980,77.14547,77.27988,337.68101530,26095.948340662166
1650214800,2022-04-17 17:00:00,AVAX/USD,78.24998,78.35420,77.58999,77.58999,309.15846164,23987.601947062984
1650211200,2022-04-17 16:00:00,AVAX/USD,78.49002,78.76998,78.36003,78.36004,95.64036742,7494.3830166458965
1650207600,2022-04-17 15:00:00,AVAX/USD,78.16945,78.55999,77.93403,78.51999,27.50492943,2159.686783794306
1650204000,2022-04-17 14:00:00,AVAX/USD,77.88000,78.41372,77.84000,78.27002,129.08472407,10103.46393465338
1650200400,2022-04-17 13:00:00,AVAX/USD,77.92070,78.74000,77.82466,78.08003,169.19593869,13210.823968793358
1650196800,2022-04-17 12:00:00,AVAX/USD,77.78014,78.08360,77.71016,78.08360,49.87408987,3894.348483773132
1650193200,2022-04-17 11:00:00,AVAX/USD,77.79003,77.81000,77.64026,77.72999,41.63324000,3236.1513288676
1650189600,2022-04-17 10:00:00,AVAX/USD,77.92111,77.92111,77.70332,77.70332,29.96593000,2328.4522478876
1650186000,2022-04-17 09:00:00,AVAX/USD,77.95012,78.07445,77.93999,78.07445,357.42005619,27905.37430600335
1650182400,2022-04-17 08:00:00,AVAX/USD,77.83000,78.05790,77.63002,77.82215,58.19651311,4528.977772723386
1650178800,2022-04-17 07:00:00,AVAX/USD,77.70000,77.75998,77.49058,77.55995,12.38974000,960.9476149129999
1650175200,2022-04-17 06:00:00,AVAX/USD,77.78022,77.78022,77.63345,77.72440,10.24706089,796.4466594387161
1650171600,2022-04-17 05:00:00,AVAX/USD,77.21582,77.79999,77.13099,77.78022,138.30905309,10757.70857733188
1650168000,2022-04-17 04:00:00,AVAX/USD,77.30998,77.43573,77.21107,77.29000,131.80289958,10187.046108538201
1650164400,2022-04-17 03:00:00,AVAX/USD,76.97467,77.55999,76.95477,77.36431,199.86160145,15462.15489167425
1650160800,2022-04-17 02:00:00,AVAX/USD,77.84140,77.92243,76.95000,76.95999,355.53088900,27361.653662131113
1650157200,2022-04-17 01:00:00,AVAX/USD,77.49101,77.95245,77.45000,77.87726,443.67852021,34552.467474809426
1650153600,2022-04-17 00:00:00,AVAX/USD,77.84197,77.86711,77.56004,77.64109,698.14227965,54204.52756711082
1650150000,2022-04-16 23:00:00,AVAX/USD,77.67998,78.19481,77.67998,77.83000,307.06051993,23898.5202661519
1650146400,2022-04-16 22:00:00,AVAX/USD,77.80998,78.13001,77.70000,77.70000,56.61636400,4399.0914827999995
1650142800,2022-04-16 21:00:00,AVAX/USD,77.75998,78.01000,77.65998,77.77002,105.37350859,8194.899870514471
1650139200,2022-04-16 20:00:00,AVAX/USD,77.38999,77.83999,77.36999,77.73003,18.71434151,1454.6663270025454
1650135600,2022-04-16 19:00:00,AVAX/USD,77.40000,77.53999,77.32024,77.39000,29.96785424,2319.2122396336
1650132000,2022-04-16 18:00:00,AVAX/USD,77.10000,77.39999,76.90001,77.34999,330.38291670,25555.115302915834
1650128400,2022-04-16 17:00:00,AVAX/USD,77.17998,77.17998,76.85513,76.89000,325.22167120,25006.294298568002
1650124800,2022-04-16 16:00:00,AVAX/USD,76.89006,77.17998,76.72268,77.17998,684.40330936,52822.233728338615
1650121200,2022-04-16 15:00:00,AVAX/USD,77.97957,78.25999,76.71559,76.89005,1141.39311569,87761.77373505989
1650117600,2022-04-16 14:00:00,AVAX/USD,77.56004,78.04000,77.48632,77.82001,113.70925216,8848.855140183721
1650114000,2022-04-16 13:00:00,AVAX/USD,77.59005,77.80000,77.36926,77.65999,103.83461058,8063.794819296694
1650110400,2022-04-16 12:00:00,AVAX/USD,77.45932,77.71997,77.36002,77.59004,117.68923495,9131.512447339897
1650106800,2022-04-16 11:00:00,AVAX/USD,77.41135,77.69002,77.41135,77.41135,135.83374328,10515.073442858227
1650103200,2022-04-16 10:00:00,AVAX/USD,77.11998,77.44862,77.09012,77.41133,108.87862138,8428.438889592237
1650099600,2022-04-16 09:00:00,AVAX/USD,76.78003,76.85998,76.71560,76.80999,15.85635960,1217.9268223124038
1650096000,2022-04-16 08:00:00,AVAX/USD,76.93253,77.11002,76.73001,76.93000,75.69898007,5823.522536785101
1650092400,2022-04-16 07:00:00,AVAX/USD,77.23568,77.39669,76.93251,77.10031,146.75202663,11314.626746301254
